Name;Year;Theme;Theme_Group;Subtheme;Category;Packaging;Availability;Pieces;Minifigures;Owned
Ewar's Acro Fighter;2013;Legends of Chima;Action/Adventure;The Power of the CHI;Normal;Polybag;Promotional;330;10;48310
Winzar's Pack Patrol;2013;Legends of Chima;Action/Adventure;The Power of the CHI;Normal;Polybag;Retail - limited;380;10;28240
Crug's Swamp Jet;2013;Legends of Chima;Action/Adventure;The Power of the CHI;Normal;Polybag;Retail - limited;230;10;15620
Leonidas' Jungle Dragster;2013;Legends of Chima;Action/Adventure;The Power of the CHI;Normal;Polybag;Retail;300;10;21180
Razcal's Double-Crosser;2013;Legends of Chima;Action/Adventure;The Power of the CHI;Normal;Polybag;Retail - limited;360;10;14660
Crawley;2013;Legends of Chima;Action/Adventure;The Power of the CHI;Normal;Polybag;Promotional;110;10;6200
Lone Ranger's Pump Car;2013;The Lone Ranger;Licensed;Promotional;Normal;Polybag;Promotional;240;10;35560
Tonto's Campfire;2013;The Lone Ranger;Licensed;Promotional;Normal;Polybag;Promotional;200;10;18800
Kraang's Turtle Target Practice ;2013;Teenage Mutant Ninja Turtles;Licensed;TV Series;Normal;Polybag;Retail - limited;360;10;22070
Mini Speeder;2013;Creator;Model making;3 in 1;Normal;Plastic canister;Retail;650;;29380
Mini Skyflyer;2013;Creator;Model making;3 in 1;Normal;Plastic canister;Retail;620;;33580
Super Racer;2013;Creator;Model making;3 in 1;Normal;Box;Retail;1210;;33200
Red Rotors;2013;Creator;Model making;3 in 1;Normal;Box;Retail;1450;;39090
Fierce Flyer;2013;Creator;Model making;3 in 1;Normal;Box;Retail;1660;;58540
Construction Hauler;2013;Creator;Model making;3 in 1;Normal;Box;Retail;2560;;36290
Highway Speedster;2013;Creator;Model making;3 in 1;Normal;Box;Retail;2860;;50690
Power Mech;2013;Creator;Model making;3 in 1;Normal;Box;Retail;2230;;30770
Thunder Wings;2013;Creator;Model making;3 in 1;Normal;Box;Retail;2350;;34570
Small Cottage;2013;Creator;Model making;3 in 1;Normal;Box;Retail;2710;10;65670
Treehouse;2013;Creator;Model making;3 in 1;Normal;Box;Retail;3560;10;100480
Aviation Adventures;2013;Creator;Model making;3 in 1;Normal;Box;{Not specified};6180;;30320
Family House;2013;Creator;Model making;3 in 1;Normal;Box;Retail;7560;20;79210
Mindstorms EV3;2013;Mindstorms;Technical;EV3;Normal;Box;Retail - limited;6010;;54140
Valentine's Day Heart Box;2013;Seasonal;Miscellaneous;Valentine's Day;Normal;Polybag;LEGO exclusive;540;;13640
Springtime Scene;2013;Seasonal;Miscellaneous;Spring;Normal;Polybag;LEGO exclusive;880;20;39620
Easter Bunny with Basket;2013;Seasonal;Miscellaneous;Easter;Normal;Polybag;LEGO exclusive;960;;9690
Summer Scene;2013;Seasonal;Miscellaneous;Summer;Normal;Polybag;LEGO exclusive;400;10;27980
Halloween Pumpkin;2013;Seasonal;Miscellaneous;Halloween;Normal;Polybag;LEGO exclusive;520;;21510
Thanksgiving Feast;2013;Seasonal;Miscellaneous;Thanksgiving;Normal;Polybag;LEGO exclusive;460;20;33470
Fall Scene;2013;Seasonal;Miscellaneous;Fall;Normal;Polybag;LEGO exclusive;720;30;36970
Decorating the Tree;2013;Seasonal;Miscellaneous;Christmas;Normal;Polybag;LEGO exclusive;1100;20;46320
Santa's Sleigh;2013;Seasonal;Miscellaneous;Christmas;Normal;Polybag;LEGO exclusive;770;20;25860
Igloo;2013;Promotional;Miscellaneous;Monthly Mini Model Build;Normal;Polybag;LEGO exclusive;400;;4260
Log Cabin;2013;Promotional;Miscellaneous;Monthly Mini Model Build;Normal;Polybag;LEGO exclusive;590;;4310
Sea Turtle;2013;Promotional;Miscellaneous;Monthly Mini Model Build;Normal;Polybag;LEGO exclusive;290;;3300
Lamb;2013;Promotional;Miscellaneous;Monthly Mini Model Build;Normal;Polybag;LEGO exclusive;320;;2810
Kingfisher;2013;Promotional;Miscellaneous;Monthly Mini Model Build;Normal;Polybag;LEGO exclusive;210;;3330
Fisherman;2013;Promotional;Miscellaneous;Monthly Mini Model Build;Normal;Polybag;LEGO exclusive;370;;3260
Crab;2013;Promotional;Miscellaneous;Monthly Mini Model Build;Normal;Polybag;LEGO exclusive;370;;3180
Flamingo;2013;Promotional;Miscellaneous;Monthly Mini Model Build;Normal;Polybag;LEGO exclusive;310;;3870
Pirate;2013;Promotional;Miscellaneous;Monthly Mini Model Build;Normal;Polybag;LEGO exclusive;440;;3620
Witch;2013;Promotional;Miscellaneous;Monthly Mini Model Build;Normal;Polybag;LEGO exclusive;220;;3590
Lawn Mower;2013;Promotional;Miscellaneous;Monthly Mini Model Build;Normal;Polybag;LEGO exclusive;440;;2790
Rocking Horse;2013;Promotional;Miscellaneous;Monthly Mini Model Build;Normal;Polybag;LEGO exclusive;320;;3560
Panda;2013;Creator;Model making;Miscellaneous;Normal;Polybag;{Not specified};700;;1870
Geoffrey;2013;Promotional;Miscellaneous;Toys R Us;Normal;Polybag;Retail - limited;900;;19770
Hot Dog Stand;2013;Creator;Model making;Promotional;Normal;Polybag;LEGO exclusive;390;20;39840
Mini VW T1 Camper Van;2013;Creator;Model making;Promotional;Normal;Polybag;LEGO exclusive;760;;52380
Friends Pencil Holder;2013;Friends;Modern day;Accessories;Normal;Box;LEGO exclusive;1380;;9170
LEGOLAND Picture Frame -- Florida Edition;2013;Miscellaneous;Miscellaneous;Photo frames;Normal;Box;LEGOLAND exclusive;1220;10;2060
LEGOLAND Picture Frame -- Deutschland Edition;2013;Miscellaneous;Miscellaneous;Photo frames;Normal;Box;LEGOLAND exclusive;1220;;730
LEGOLAND Picture Frame -- Billund Edition;2013;Miscellaneous;Miscellaneous;Photo frames;Normal;Box;LEGOLAND exclusive;1220;;930
LEGOLAND Picture Frame -- Malaysia Edition;2013;Miscellaneous;Miscellaneous;Photo frames;Normal;Box;LEGOLAND exclusive;1220;;1310
LEGOLAND Picture Frame -- Windsor Edition;2013;Miscellaneous;Miscellaneous;Photo frames;Normal;{Not specified};LEGOLAND exclusive;;;1270
LEGOLAND Picture Frame -- California Edition;2013;Miscellaneous;Miscellaneous;Photo frames;Normal;Box;LEGOLAND exclusive;1220;;920
Christmas Tree Stand;2013;Creator;Model making;Seasonal;Normal;Box;LEGO exclusive;1150;20;50350
Christmas Tree Truck;2013;Creator;Model making;Seasonal;Normal;Box;LEGO exclusive;1180;10;57610
Accessory Pack;2013;HERO Factory;Constraction;Accessories;Normal;Polybag;LEGO exclusive;60;;5780
BMW;2013;Racers;Racing;;Normal;Polybag;Promotional;300;;1080
Water Scooter Fun;2013;Friends;Modern day;Beach;Normal;Box;Retail;280;10;39920
Mia's Magic Tricks;2013;Friends;Modern day;Pets;Normal;Box;Retail;900;10;39820
Emma's Karate Class;2013;Friends;Modern day;Sports;Normal;Box;Retail;930;10;38840
Olivia's Newborn Foal;2013;Friends;Modern day;Farm;Normal;Box;Retail;700;10;40780
Rehearsal Stage;2013;Friends;Modern day;Music;Normal;Box;Retail;1980;10;36760
Heartlake High;2013;Friends;Modern day;Heartlake City;Normal;Box;Retail;4870;30;41810
Downtown Bakery;2013;Friends;Modern day;Heartlake City;Normal;Box;Retail;2530;20;43920
Heartlake Pet Salon;2013;Friends;Modern day;Heartlake City;Normal;Box;Retail;2420;20;38720
Heartlake City Pool;2013;Friends;Modern day;Summer;Normal;Box;Retail;4230;20;51930
